language,toxic_sentence,neutral_sentence
ru,"и что за гон на автора, если она сама дура","и что за травля автора, если она сама не умна"
ru,ебанутая лягушка домой ее срочно надоело на это все смотреть,"Домой её срочно, надоело на это все смотреть."
ru,"дурочка ты,у тебя мамы нет,ласковое слово жалко!","у тебя мамы нет,ласковое слово жалко!"
ru,"Вчера сосед к себе в однушку двух ламантинов принёс, хз че делать, ментов вызывать, слава богу закон скоро появится","Вчера сосед к себе в однушку двух ламантинов принёс, не знаю что делать, полицию вызывать, хорошо закон скоро появится"
ru,"а казну пополнять то,надо! не даром выплаты на детей были!!! сволота поганая","а казну пополнять то,надо! не даром выплаты на детей были!!!"
ru,"когда этот пиздабол старый покинет кресло, как он уже настоебал. вцепился в это корыто позорник!","когда этот пустослов старый покинет кресло , как он уже приелся. Вцепился в это корыто, позорник"
ru,"вот такие дураки, как ты и голосуют за него",Вот такие как ты за него и голосуют
ru,ебаный в рот когда это прекратиться что нам делать вы считывают пусть значит свет дорожает а его не бывает .,когда это прекратиться что нам делать вы считывают пусть значит свет дорожает а его не бывает .
ru,вас три дуры в этом обсуждении верят в ковид!,вас три женщины в этом обсуждении верят в ковид!
ru,веришь во всякую херь - верь и остальным не навязывай,веришь во что-то - верь и остальным не навязывай
ru,"а тебя это с какой стороны колышет, уёбище?",А вас это очень волнует?
ru,"бля, при чем тут ваши шишки?",Причём тут ваши шишки?
ru,"пидрило, не приписывай другим свои памятные достижения!!! уёбище подмосковное",не приписывай другим свои памятные достижения!!!
ru,два пидора судьям мозги ебут. а те их слушают.,"2 человека чушь рассказывают судьям, а теперь их слушают"
ru,"любой человек гнида редкостная , и не важно хорошо нам или плохо .","любой человек не заслуживает доверия , и не важно хорошо нам или плохо ."
ru,"Я знаю про охуенную грузинскую культуру (которую вы, судя по всему, нагло спиздили в свое время).","Я знаю про крутую грузинскую культуру, которую вы, судя по всему, нагло украли в свое время"
ru,А нахрена тогда ты здесь это писал?,Зачем ты это писал
ru,И хули в золотом альбоме нет трека блек фуфела? Незаслуженно забытый трек.,А почему в Золотом альбоме нет трека Black Стара незаслуженно Забытый трек
ru,Ну вот значит что если ты не скидываешь бумагу в унитаз то ты отдаешь свои материалы на изучение пиндосам.,"Ну вот значит, что если ты не скидываеш бумагу в унитаз, то ты отдаешь свои материалы на изучение людям из зарубежных стран"
ru,"очередное разводилово. дураки уже переводятся, все это пиздешь.","Очередная ложь. Глупые люди уже переводятся, все это неправда"
ru,Пиздоболом является владелец сайта на котором нарушаются Правила этого сайта публично выставленные,"Владелец сайта, на котором нарушаются Правила этого сайта, публично выставленные, врет."
ru,барса говно спартак бы забыль бы 6:0,Барса ни о чём спартак бы забил бы 6:0
ru,твоё очко уходит в пользу форума!,ваш балл уходит в пользу форума!
ru,и нехуя здесь орать что нам что то принадлежало,И нечего здесь орать что нам что-то принадлежало
ru,еще блядь один герой нашего времени..,Ещё один герой нашего времени..
ru,пидоры когда будем дышать чистым воздухом. адмистрация это к вам,когда мы будем дышать чистым воздухом. адмистрация это к вам
ru,"дурак ,это просто кошмар а не массаж",это просто кошмар а не массаж
ru,"я из америки, российская ты шваль","Я из Америки,а ты из России"
ru,"и опять, метлы, помидоры и подарки. снова теплицы, столярку, котлызаепали","И опять метлы, помидоры и подарки. Снова теплицы, столярку, котлы. Надоели."
ru,"скорее всего мы видим самый конец астронавтики пиндосии, как и самого государства извращенца.","скорее всего мы видим самый конец астронавтики Америки, как и самого этого государства"
ru,я в шоке неужели вот эта прости господи пизда не чувствует что у неё разрез по самую не хочу,Я в шоке неужели вот эта не чувствует что у неё разрез по самую нк хочу
ru,"сучка ты драная, сидишь в своей вонючей латвии и сиди. нечего свой поганый нос сунуть в чужую страну.",сидишь в своей латвии и сиди нечего нос сунуть в чужую страну.
ru,"а ты,что 41 год помнишь? сколько этой шлюхе денег заплатили,чтоб она такую чушь несла.","А ты, что 41 й год помнишь? Сколько ей заплатили, чтобы она такую информацию произносила?"
ru,гнида трусливый ...протрезвел- одумался ? теперь будет выкручиваться пока адвокаты будут с него деньги тянуть ?,протрезвел- одумался ? теперь будет выкручиваться пока адвокаты будут с него деньги тянуть ?
ru,"дынин александр, это твой пост? тебя за такое надо за яйца подвесить....","Дынин Александр, это твой пост? Тебя за такое наказать надо"
ru,"уахаха, сук. чел, ты гений.","уахаха, человек, ты гений."
ru,Автор повторяет слово русские до хрена раз...,Автор повторяет слово русские много раз
ru,на металлолом. ни себе ни людям . какие же казахи дегенераты - пиздец просто,на металлолом. ни себе ни людям . какие же казахи хитрые
ru,"вы же считаете фургала преступников,а людей хабаровска идиотами, хотя тоже лично незнакомы.","вы же считаете фургала преступников,а людей хабаровска глупыми людьми, хотя тоже лично незнакомы."
ru,звезду героя превратили в дерьмо.звания генерал раздают своим блядям.вообще куда катится страна,Звезду героя превратили непонятно во что. Звания героя раздают своим. Куда катится страна
ru,да пидар какойта сидит и выставляет её фотки,да какой-то сидит и выставляет её фотки
ru,я хуею с этих пиздлявых мразей....,я в шоке с них
ru,"дуры, ну никак не поймут, что кошки самые чистые существа на земле","Они никак не поймут, что кошки самые чистые существа на планете"
ru,"террористов истребляют хорошо, а коррупцию ну блять такая трудная задача!!! просто, пиздец!!! ,,мудаки ,,","Террористов истребляют хорошо, а коррупцию ну такая трудная задача!!!"
ru,опека выблядки зарплату током умеют получать и нахрен пдн нужна если не умеют работать,"опека зря получает зарплату и ПНД не нужна, не умеют работать"
ru,"яб сказал:хорошо что ты водила маршрутки,блядь!",Яб сказал:хорошо что ты водила маршрутки!
ru,"не понимаю,, вас пидерастов клонируют где-то что-ли?","не понимаю, вас клонируют где-то что-ли?"
ru,"тут не про деньги говорится, а про поведение этого долбаёба!","тут не про деньги говорится, а про поведение этого человека!"
ru,а какие то факты приводить таким убогим как ты смысла нет,А какие то факты приводить вам смысла нет
ru,чтоб у них руки поотсыхали уроды проклятые они о детях своих бы подумали что ждет их детей выродки проклятые,они о детях своих бы подумали что ждет их детей
ru,долбаеб путинский а где увлекательный рассказ про хабаровск...ха ха опять обкакался...,Где увлекательный рассказ про хабаровск
ru,"Можно хоть один тред без политоты? Даже тебя хуеосить не хочется, давай лучше про няшек-фигуристок говорить.",Можно хоть один тред без политикот? давай лучше про фигуристок говорим.
ru,ненавижу презираю никогда врагам не верила и не доверяла чтоб он издох !!! чмо ботоксное,"Ненавижу, презираю, никогда врагам не верила и не доверяла."
ru,"чтобы ещё раз все убедились, в творческой среде пидоросятина в порядке вещей.","чтобы ещё раз все убедились, в творческой среде гомосексуальность в порядке вещей"
ru,"лично я сейчас за дальневосточную республику,как 1918-1922г,сибирь,алтай,и др.проживут без москалей и пидорцев,а вот они?","лично я сейчас за дальневосточную республику,как 1918-1922г,сибирь,алтай,и др.проживут без москвичей,а вот они?"
ru,начни со сваих выблядко в,Начните с себя и своих детей.
ru,"мразь тебя нужно вывести за грань , захрибетник- жреш с рук этих учителей и рабочего класса и их -же угнетаешь.","тебя нужно вывести за грань , ешь с рук этих учителей и рабочего класса и их -же угнетаешь."
ru,какой мудак старое кино переименновывает постоянно,Плохой человек старое кино переименовывает постоянно.
ru,"россия - страна ебанатиков. все что-то предлагают, но никто ничего не делает","В России только предлагают, но ничего не делают."
ru,эти польские недоебки надоели в кадой бочке затычки,Эти польские люди надоели. Везде они
ru,"Та иди нахуй, очеидно что ты твердолобый жЫрняга","Та иди отсюда, очевидно что ты упрямец"
ru,"тебя бы в первых рядах на эту войну погнали, дурик",тебя бы в первых рядах на эту войну погнали
ru,"явная цензура, 100% заказ пидаров с газпрома, ебучая контора","явная цензура, 100% заказ людей с газпрома, плохая контора"
ru,"уебище, напишите нормально,вы,что не наши что-ли?","напишите нормально, вы, что не нашли что-ли?"
ru,такую резонансную точку и я могу поставить на любой конбер. долбаеб ты автор редкостный.,"Такую резонансную точку и я могу поставить на любой конбер. Автор, ты редкосный человек."
ru,ебнутая люди салатом делятся она про косточку,люди салатом делятся она про косточку
ru,"вот это разговоры. вы не нашли в другом месте вести такие разговоры придурки,",вот это разговоры. вы не нашли в другом месте вести такие разговоры
ru,Уроды!! у нас в семье 3 поколения там родились,у нас в семье 3 поколения там родились
ru,а этому пидармоту что надо?,а этому что надо
ru,"в россии много проблем будет ,законы у нас ебанутые","в россии много проблем будет ,законы у нас такие"
ru,судя по словесному поносу - ты точно русский.гордись собой быдло.тьфу.,судя по твоим словам - ты точно русский.гордись собой
ru,какую красоту губят почему нет управы задолбали уроды все убивать крушить чтоб им пусто было,какую красоту губят почему нет управы
ru,"кошмар, руки бы оторвать. придурки .:o",ужасно!
ru,если сука ты торопишся выесжай пораньше,если торопитесь выезжай пораньше
ru,"я уж точно не советский, а свинья тебя родила, ублюдочная коммунячья ты тварь.",я уж точно не советский
ru,А так наеб по всем фронтам,Дурят по всем фронтам
ru,"ты что дура ,кто кормил ? путин что-ли?даже за мусор налог с грудного ребёнка .на 2 памперса помощь.идиотка...","Кто кормил? Путин что-ли? Налог даже с грудного ребенка, на 2 памперса помощь"
ru,это либерасты воду мутят хотят пиндосию устроить.,"эти либералы воду мутят, хотят Америку устроить"
ru,телек(лет пять)не смотрю...и в ок это ебло утиное влезло.,Телевизор лет пять не смотрю и в одноклассники это лицо появляется
ru,ты эт сталина вспомни суку..он блять 14 миллионов своих лохов замочил..помни тварь..,ты эт сталина вспомни .он 14 миллионов своих убил..
ru,"идиоты, нахрена этот палач нужен.",Зачем этот палач нужен.
ru,вот гад.а письмецо накрапал - сущий ангел,А письмецо накрапал - сущий ангел
ru,"как всегда сказочно напиздел, особенно про дочку вкатившую себе вакцину. мудак...","Как всегда сказочно рассказал, особенно про дочку, сделавшую себе вакцину"
ru,какой далбаеб собирает крышу на саморезах.кто вас учил?,кто собирает крышу на саморезах.кто вас учил?
ru,она как будто хуй проглотила,она как будто дар речи потеряла
ru,"да и попугаи как раз в данном случае толпа пьяных идиотов, дебоширов",да и попугаи как раз в данном случае толпа пьяных дебоширов
ru,"возмездие не за горами, обнуленный старикашка!",Возмездие не за горами
ru,"У Батикова тоже клоунады хватает, впрочем",У Батикова тоже веселья хватает
ru,"во как колбасит, этого лупастого недоноска ушакова.., оказывается, ему кажется, что его похуизм ненаказуем","Вот как нервничает этот Ушаков... Оказывается, ему кажется, что его отношение ненаказуемо."
ru,"нам, в россии, они и нахер не нужны!!",нам в россии они не нужны
ru,"это пиздец,, как сука как?","Это просто невозможно. Как же так,?"
ru,какой дебил эту придумывает,Кто это придумывает?
ru,Попизди у меня тут шаболда ибанная,Поговори у меня тут
ru,вот они сволочи и долетались,вот они и долетались
ru,много же Стас пердаков разорвал),стас многим неугодил
ru,"не хуй руку поднимать на благородное создание, а сам он животное.","Не надо руку поднимать на благородное создание, а сам он нехороший человек"
ru,дак и нечего с своим свиным рылом лезть ко всем .....,дак и нечего лезть ко всем .....
ru,пусть сам ебашит отсюда урод,пусть сам едет отсюда
ru,и что же ты тут делаешь и кого ищешь пиздоболка!!!!!! :d,и что же ты тут делаешь и кого ищешь !!!!! :d
ru,"ну и славу богу что этого дерьма ебаного больше не будет, совёнок ебаный","ну и славу богу что этого больше не будет, совёнок"
ru,какой то дебил прикрепил кота к подстилке. хозяева дауны,"Какой-то человек, прикрепил кота к подстилке, хозяева уже совсем того"
ru,что вас держит ....возле уродов,Что вас держит возле таких плохих людей?
ru,"хоть и дебилка, но ооочень красивая девушка!","хоть и не умная, но очень красивая девушка"
ru,"убрать говнюка из депутатов! и вообще, гнать всю эту думскую сволочь!",Убрать его из депутатов. И вообще разогнать всю думу
ru,"сука раньше всё в бункер уходило, щас жмотьё бля сделали, что не уходит, сторожи теперь сиди богатство :-d разрабы уебанки конченные","раньше всё в бункер уходило, щас сделали, что не уходит, сторожи теперь сиди богатство :-d "
ru,пидорасы что в думе их надо на прожиточный минимум посадить и на вечно,что в думе их надо на прожиточный минимум посадить и на вечно
ru,этого пидора бесплатно выучили в ссср!,этого человека бесплатно выучили в ссср!
ru,"вот такие мнения и создают мнение,что сосед хуйло,компромисса нет.","Вот такие мнения и создают мнение,что сосед плохой, компромисса нет"
ru,к стенке таких тварей нужно ставить и другие сразу задумаются !!!,К стенке таких людей нужно ставить и другие сразу задумаются!!!
ru,народ опущен ниже чем говно а вам фонтаны и голубые бля береты.,народ опущен ниже некуда а вам фонтаны и голубые береты.
ru,чё ты пиздиш 90и уж не народ начал драку а мусара пытались разагнать митинг,Яе ты врешь 90и уж не народ начал драку а полиция пыталась разогнать митинг
ru,"кукарекнула то, о чем на харкаче последний сосницкий уже докторскую защитил и тысячи тредов высрал ЕБАТЬ ФУРОР НАХУЙ",Сказала то о чем незнаешь
ru,Музыки б еще этой мерзкой не было),Музыки б ещё не было
ru,а кокой национальности этот пидор и яйцедрыгало киркоров филипп всем просто похуй!!!,а какой национальности этот киркоров филипп всем просто все равно!!!
ru,"Был о якутах лучшего мнение, а оказалось это какие-то дикие чурки. Возможно, тюрская кровь культура играет свою роль. Буряты якуты.","Был о якутах лучшего мнения. Возможно, тюрская кровь культура играет свою роль. Буряты якуты."
ru,"ой бля ,нашелся тут интеллигент !",Нашёлся тут интеллигент
ru,надоели эти пидарасы уже пора про них забыть,надоели эти люди уже пора про них забыть
ru,этому долбаебу так и надо до игрался придурок,Этот человек получил по заслугам
ru,"чем бы дитя не тешилось,лишь бы не плакало! дегтярев-пидармон, куда ты полез?! народ недураки, все вам вылезет едросам-митингами!","чем бы дитя не тешилось,лишь бы не плакало! дегтярев, куда ты полез?! народ недураки, все вам вылезет!"
ru,", оскорбление чести матери,за такое можно и по е6алу дать !","оскорбление чести матери, это не может остаться безнаказано"
ru,ещё одним театром пидары завладели.,"Ещё одним театром, плохие люди завладели"
ru,зачем с таким жить тварь. расстрелять,Зачем с таким жить?
ru,"не голосуйте за них,всю страну распродали,уроды","Не голосуйте за них, всю страну распродали"
ru,такой пи -ж я читаю впервые ! на кого рассчитана эта хренатень ???,Такое враньё я читаю впервые! На кого рассчитана эта чушь?
ru,зизу пусть монако или марсель сделает чемпионом...пиздешь ребят..,зизу пусть монако или марсель сделает чемпионом...вранье ребят..
ru,а кто-то за токих далбаебов жизни отдовал,А кто то за этих людей жизнь отдавал
ru,"2)Это что стих про них что-ли? Это они диванные бойцы,которые в интернете пишут?Вы там кукухой поехали?","Это что стих про них что ли? Это они диванные бойцы, которые в интернете пишут? Вы с ума сошли?"
ru,Он же официально беженец в гейропке,Он же официально беженец в европе
ru,"Сами превращаете интернет в помойку, сами же за это и получаете.","Сами превращаете интернет в непойми что, самм же за это и получаете"
ru,"проблядь, выйди из группы чтож вы все профессию родителя переняли","Выйди из группы, что же вы все профессию родителя взяли"
ru,"эти пидарасы бы ловили преступников, как и дед сказал","Эти господа ловили бы преступников, как и дед сказал"
ru,главный долбоеб года уханя повар из полицейский из миннеаполиса сварщик из бейрута президент минска из d,главный человек года уханя повар из полицейский из миннеаполиса сварщик из бейрута президент минска из d
ru,бездари только и прутся на эстраду,На эстраде редко встречаются настоящие таланты
ru,сука она и есть сука недумает что однажды и к ней так же отнесутся,Плохой человек не думает что однажды и к нему отнесутся плохо
ru,мразь эту за такое выступление казнить нужн,Наказать за такое выступление
ru,пиздуйте с хабаровска со всего дальнего востока.,"Уходите с Хабаровска, со всего Дальнего Востока"
ru,"нагуляется, припрется, вспомнит что есть муж и дети .таким извените шалавам хватает совести на все","Нагуляется, вспомнит что есть муж и дети. Таким женщинам хватает совести на все"
ru,"блять, ты это ещё 20 раз напиши !!!","Слушай, ты это ещё 20 раз напиши !!!"
ru,а это стадо олигархов в думе знают что в стране есть детские дома и дома престарелых?! или уже все уничтожили?!....,эти олигархи в думе знают что в стране есть детские дома и дома престарелых?! или уже все уничтожили?!....
ru,вспомним самые светлые годы ссср и противостояние с пендосами,Вспомним самые светлые годы СССР и противостояние с Америкой
ru,ну долбоёб нахрена таких вообще на застолье приглашать,Зачем вообще таких на застолье приглашать.
ru,Самых парашных их студентов отправляли работать с русскими,Самых плохих их студентов отправляли работать с русскими.
ru,трое таких ебланов меня (думаю) до сих пор клянут.,трое таких персонажей меня (думаю) до сих пор клянут.
ru,и причем ваша форма ребята то что полицаи творят это касается только этих уебков которые поднимают руку на народ.моральных уродов..,"и причем ваша форма ребята. то, что творят полицейские это касается только тех, которые поднимают руку на народ."
ru,"Ну да, нищебродам в Москве не место.","Ну да, бедным людям в Москве не место"
ru,да как носит таких козлов на земле.,да как носит таких людей на земле.
ru,это у нас китайцы всё пиздили и за своё выдавали,это у нас китайцы всё воровали и за своё выдавали
ru,набить ему морду и не допускать близко судить матчи вообще!!!,не разрешать ему больше судить матчи
ru,козёл позорит честь настоящих мужчин,Он позорит честь настоящих мужчин
ru,"Во-вторых, мой маленький дегенерат, то, что покупается - это в основном капитальные вложения, и на прайс конечного товара влияет постольку-поскольку","Во-вторых, мой маленький, то, что покупается - это в основном капитальные вложения, и на прайс конечного товара влияет постольку-поскольку"
ru,таких как он сейчас дохуя!!! и ни одного придателем не называют всю сторону растощили,"Таких, как он сейчас очень много! И ни одного предателем не называют, всю страну растащили."
ru,пидрилу на прожиточный минимум посадить,Ему нужно дать пожить на прожиточный минимум
ru,"согласен, они уроды, но тогда кто наши министры здравоохранения, врачи, власть, которая идёт на поводу этих уродов?","Согласен, они плохие люди, но тогда кто наши министры здравоохранения, врачи, власть, которая идёт на поводу них?"
ru,молодые говнюки ищут на свою жопу приключений все порулить хотят безмозглые бездельники,"Молодые ищут приключений, хотят порулить, не осознавая всей ответственности."
ru,так с блядьми продажными и надобно поступать!,так с ними и надо поступать
ru,"всё, мне в падлу с тобой бакланить","Всё, мне лениво с тобой бакланить"
ru,".....в городе должно быть чисто и спокойно....., пидаров на кичман....",.....в городе должно быть чисто и спокойно.....
