language,toxic_sentence,neutral_sentence
de,Dass wir diese ganzen IS-Kämpfer haben ist ausschließlich die. Schuld der Amerikaner. Scheinheiliges Volk.,Die Anwesenheit vieler IS-Kämpfer wird von manchen auf die Politik der USA zurückgeführt.
de,Dass wir diese ganzen IS-Kämpfer haben ist ausschließlich die. Schuld der Amerikaner. Scheinheiliges Volk.,"Es wird oft diskutiert, dass die USA eine Rolle bei der Entstehung der IS-Kämpfer gespielt haben."
de,Dass wir diese ganzen IS-Kämpfer haben ist ausschließlich die. Schuld der Amerikaner. Scheinheiliges Volk.,Die hohe Zahl an IS-Kämpfern wird in Debatten häufig mit Handlungen der USA in Verbindung gebracht.
de,Dass wir auf ganzen IS-Kämpfer haben zicken ausschließlich scheis. Schuld dummes Amerikaner. Scheinheiliges Volk.,Dass wir so viele IS-Kämpfer haben ist vor allem die. Schuld der Amerikaner.
de,Dass wir auf ganzen IS-Kämpfer haben zicken ausschließlich scheis. Schuld dummes Amerikaner. Scheinheiliges Volk.,Die Anwesenheit vieler IS-Kämpfer wird von manchen auf die Politik der USA zurückgeführt.
de,Dass wir auf ganzen IS-Kämpfer haben zicken ausschließlich scheis. Schuld dummes Amerikaner. Scheinheiliges Volk.,"Es wird oft diskutiert, dass die USA eine Rolle bei der Entstehung der IS-Kämpfer gespielt haben."
de,Dass wir auf ganzen IS-Kämpfer haben zicken ausschließlich scheis. Schuld dummes Amerikaner. Scheinheiliges Volk.,Die hohe Zahl an IS-Kämpfern wird in Debatten häufig mit Handlungen der USA in Verbindung gebracht.
de,Dass wir porno ganzen IS-Kämpfer haben popel ausschließlich mongo. Schuld maul Amerikaner. Scheinheiliges Volk.,Dass wir so viele IS-Kämpfer haben ist vor allem die. Schuld der Amerikaner.
de,Dass wir porno ganzen IS-Kämpfer haben popel ausschließlich mongo. Schuld maul Amerikaner. Scheinheiliges Volk.,Die Anwesenheit vieler IS-Kämpfer wird von manchen auf die Politik der USA zurückgeführt.
de,Dass wir porno ganzen IS-Kämpfer haben popel ausschließlich mongo. Schuld maul Amerikaner. Scheinheiliges Volk.,"Es wird oft diskutiert, dass die USA eine Rolle bei der Entstehung der IS-Kämpfer gespielt haben."
de,Dass wir porno ganzen IS-Kämpfer haben popel ausschließlich mongo. Schuld maul Amerikaner. Scheinheiliges Volk.,Die hohe Zahl an IS-Kämpfern wird in Debatten häufig mit Handlungen der USA in Verbindung gebracht.
de,Dass wir blödsinn ganzen IS-Kämpfer haben pornos ausschließlich aufs. Schuld zum Amerikaner. Scheinheiliges Volk.,Dass wir so viele IS-Kämpfer haben ist vor allem die. Schuld der Amerikaner.
de,Dass wir blödsinn ganzen IS-Kämpfer haben pornos ausschließlich aufs. Schuld zum Amerikaner. Scheinheiliges Volk.,Die Anwesenheit vieler IS-Kämpfer wird von manchen auf die Politik der USA zurückgeführt.
de,Dass wir blödsinn ganzen IS-Kämpfer haben pornos ausschließlich aufs. Schuld zum Amerikaner. Scheinheiliges Volk.,"Es wird oft diskutiert, dass die USA eine Rolle bei der Entstehung der IS-Kämpfer gespielt haben."
de,Dass wir blödsinn ganzen IS-Kämpfer haben pornos ausschließlich aufs. Schuld zum Amerikaner. Scheinheiliges Volk.,Die hohe Zahl an IS-Kämpfern wird in Debatten häufig mit Handlungen der USA in Verbindung gebracht.
de,"n-tv: ""Murksel ein Profi im Umgang mit schwierigen Partnern"" 😂😂😂 Ein Profi, wie eine Mecklenburger Kuh die Rückenschwimmen lernt, meine ich😜","n-tv: ""Merkel ein Profi im Umgang mit schwierigen Partnern"" 😂😂😂 Ein Profi, wie eine Mecklenburger Kuh die Rückenschwimmen lernt, meine ich😜"
de,"n-tv: ""Arschgeige idiot Profi im Umgang mit schwierigen Partnern"" 😂😂😂 Hoden Profi, wie hat Mecklenburger Kuh nutten Rückenschwimmen lernt, meine fotze😜","n-tv: ""Merkel ein Profi im Umgang mit schwierigen Partnern"" 😂😂😂 Ein Profi, wie eine Mecklenburger Kuh die Rückenschwimmen lernt, meine ich😜"
de,"n-tv: ""Ärschen wixer Profi im Umgang mit schwierigen Partnern"" 😂😂😂 Als Profi, wie zum Mecklenburger Kuh MILF Rückenschwimmen lernt, meine die😜","n-tv: ""Merkel ein Profi im Umgang mit schwierigen Partnern"" 😂😂😂 Ein Profi, wie eine Mecklenburger Kuh die Rückenschwimmen lernt, meine ich😜"
de,"n-tv: ""Maul mist Profi im Umgang mit schwierigen Partnern"" 😂😂😂 Ich Profi, wie blöd Mecklenburger Kuh sack Rückenschwimmen lernt, meine blöden😜","n-tv: ""Merkel ein Profi im Umgang mit schwierigen Partnern"" 😂😂😂 Ein Profi, wie eine Mecklenburger Kuh die Rückenschwimmen lernt, meine ich😜"
de,"Gibt es überhaupt so viele Dreckslöcher in Deutschland, wenn die LINKEN sich bald verdrücken müßen ??","Gibt es überhaupt so viele Rückzugsorte in Deutschland, wenn die LINKEN sich bald verdrücken müßen ??"
de,"Gibt es überhaupt so viele Dreckslöcher in Deutschland, wenn arsche LINKEN sich bald verdrücken müßen ??","Gibt es überhaupt so viele Rückzugsorte in Deutschland, wenn die LINKEN sich bald verdrücken müßen ??"
de,"Gibt es überhaupt so viele Dreckslöcher in Deutschland, wenn mösen LINKEN sich bald verdrücken müßen ??","Gibt es überhaupt so viele Rückzugsorte in Deutschland, wenn die LINKEN sich bald verdrücken müßen ??"
de,"Gibt es überhaupt so viele Dreckslöcher in Deutschland, wenn ihr LINKEN sich bald verdrücken müßen ??","Gibt es überhaupt so viele Rückzugsorte in Deutschland, wenn die LINKEN sich bald verdrücken müßen ??"
de,scheiß asiaten kommen nach europa klauen uns das gefühl reich zu sein,asiaten kommen nach europa klauen uns das gefühl reich zu sein
de,scheiß asiaten kommen nach europa klauen uns das gefühl reich zu sein,Asiaten kommen nach Europa und beeinflussen unser Wohlstandsgefühl.
de,scheiß asiaten kommen nach europa klauen uns das gefühl reich zu sein,"Menschen asiatischer Herkunft wandern nach Europa ein, was sich auf unser subjektives Wohlstandserleben auswirkt."
de,scheiß asiaten kommen nach europa klauen uns das gefühl reich zu sein,Die Zuwanderung aus Asien verändert das Gefühl des Wohlstands in Europa.
de,blödes asiaten kommen nach europa klauen uns ärsche gefühl reich zu nazi,asiaten kommen nach europa klauen uns das gefühl reich zu sein
de,blödes asiaten kommen nach europa klauen uns ärsche gefühl reich zu nazi,Asiaten kommen nach Europa und beeinflussen unser Wohlstandsgefühl.
de,blödes asiaten kommen nach europa klauen uns ärsche gefühl reich zu nazi,"Menschen asiatischer Herkunft wandern nach Europa ein, was sich auf unser subjektives Wohlstandserleben auswirkt."
de,blödes asiaten kommen nach europa klauen uns ärsche gefühl reich zu nazi,Die Zuwanderung aus Asien verändert das Gefühl des Wohlstands in Europa.
de,entsorgt asiaten kommen nach europa klauen uns scheis gefühl reich zu hure,asiaten kommen nach europa klauen uns das gefühl reich zu sein
de,entsorgt asiaten kommen nach europa klauen uns scheis gefühl reich zu hure,Asiaten kommen nach Europa und beeinflussen unser Wohlstandsgefühl.
de,entsorgt asiaten kommen nach europa klauen uns scheis gefühl reich zu hure,"Menschen asiatischer Herkunft wandern nach Europa ein, was sich auf unser subjektives Wohlstandserleben auswirkt."
de,entsorgt asiaten kommen nach europa klauen uns scheis gefühl reich zu hure,Die Zuwanderung aus Asien verändert das Gefühl des Wohlstands in Europa.
de,dem asiaten kommen nach europa klauen uns tunte gefühl reich zu tunte,asiaten kommen nach europa klauen uns das gefühl reich zu sein
de,dem asiaten kommen nach europa klauen uns tunte gefühl reich zu tunte,Asiaten kommen nach Europa und beeinflussen unser Wohlstandsgefühl.
de,dem asiaten kommen nach europa klauen uns tunte gefühl reich zu tunte,"Menschen asiatischer Herkunft wandern nach Europa ein, was sich auf unser subjektives Wohlstandserleben auswirkt."
de,dem asiaten kommen nach europa klauen uns tunte gefühl reich zu tunte,Die Zuwanderung aus Asien verändert das Gefühl des Wohlstands in Europa.
de,"von einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen von #rapefugees sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]","von einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen von Geflüchteten sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]"
de,"doofe einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen kacke #scheisse sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]","von einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen von Geflüchteten sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]"
de,"scheiß einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen kimme #beschissenen sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]","von einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen von Geflüchteten sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]"
de,"fickt einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen ich #schlampen sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]","von einem Turkmenen sexuell missbraucht, x-mal minderjährige Mädchen von Geflüchteten sexuell belästigt. #Kiel 2016! #islam #sophienhof [2/2]"
de,"Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Medien verbreiten."
de,"Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Klar, es gibt unterschiedliche Ansichten. Was wissen die heute noch von damals? Fragt eure Großmütter und Mütter. Nicht nur das, was in den Medien steht."
de,"Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Manche Menschen haben andere politische Überzeugungen. Was wissen jüngere Generationen wirklich über die Vergangenheit? Fragt eure Familienmitglieder, nicht nur die Nachrichten."
de,"Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Es gibt verschiedene Sichtweisen auf die Geschichte. Was wissen die heute Lebenden über frühere Zeiten? Sprecht mit euren Großmüttern und Müttern, statt nur Medienberichten zu vertrauen."
de,"Klar doch alles rechte böse Ärsch. Was wissen nippel heute nazi damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Medien verbreiten."
de,"Klar doch alles rechte böse Ärsch. Was wissen nippel heute nazi damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Klar, es gibt unterschiedliche Ansichten. Was wissen die heute noch von damals? Fragt eure Großmütter und Mütter. Nicht nur das, was in den Medien steht."
de,"Klar doch alles rechte böse Ärsch. Was wissen nippel heute nazi damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Manche Menschen haben andere politische Überzeugungen. Was wissen jüngere Generationen wirklich über die Vergangenheit? Fragt eure Familienmitglieder, nicht nur die Nachrichten."
de,"Klar doch alles rechte böse Ärsch. Was wissen nippel heute nazi damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Es gibt verschiedene Sichtweisen auf die Geschichte. Was wissen die heute Lebenden über frühere Zeiten? Sprecht mit euren Großmüttern und Müttern, statt nur Medienberichten zu vertrauen."
de,"Klar doch alles rechte böse Dummes. Was wissen furzt heute möpse damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Medien verbreiten."
de,"Klar doch alles rechte böse Dummes. Was wissen furzt heute möpse damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Klar, es gibt unterschiedliche Ansichten. Was wissen die heute noch von damals? Fragt eure Großmütter und Mütter. Nicht nur das, was in den Medien steht."
de,"Klar doch alles rechte böse Dummes. Was wissen furzt heute möpse damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Manche Menschen haben andere politische Überzeugungen. Was wissen jüngere Generationen wirklich über die Vergangenheit? Fragt eure Familienmitglieder, nicht nur die Nachrichten."
de,"Klar doch alles rechte böse Dummes. Was wissen furzt heute möpse damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Es gibt verschiedene Sichtweisen auf die Geschichte. Was wissen die heute Lebenden über frühere Zeiten? Sprecht mit euren Großmüttern und Müttern, statt nur Medienberichten zu vertrauen."
de,"Klar doch alles rechte böse Mösen. Was wissen blöd heute hat damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Klar doch alles rechte böse Nazis. Was wissen die heute von damals? Fragt eure Omas, Mütter. Nicht was Medien verbreiten."
de,"Klar doch alles rechte böse Mösen. Was wissen blöd heute hat damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Klar, es gibt unterschiedliche Ansichten. Was wissen die heute noch von damals? Fragt eure Großmütter und Mütter. Nicht nur das, was in den Medien steht."
de,"Klar doch alles rechte böse Mösen. Was wissen blöd heute hat damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Manche Menschen haben andere politische Überzeugungen. Was wissen jüngere Generationen wirklich über die Vergangenheit? Fragt eure Familienmitglieder, nicht nur die Nachrichten."
de,"Klar doch alles rechte böse Mösen. Was wissen blöd heute hat damals? Fragt eure Omas, Mütter. Nicht was Hetzmedien verbreiten.","Es gibt verschiedene Sichtweisen auf die Geschichte. Was wissen die heute Lebenden über frühere Zeiten? Sprecht mit euren Großmüttern und Müttern, statt nur Medienberichten zu vertrauen."
de,"Es gibt auch Rentner die darauf angewiesen sind ,die den Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders ist es mit den Asylanten,die haben freie Fahrt!","Es gibt auch Rentner die darauf angewiesen sind ,die den Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders ist es mit den Asylbewerber,die haben freie Fahrt!"
de,"Es gibt auch Rentner ärsche darauf angewiesen sind ,bloed reudig Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders MILF es mit zicken Bescheißen,scheiß haben freie Fahrt!","Es gibt auch Rentner die darauf angewiesen sind ,die den Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders ist es mit den Asylbewerber,die haben freie Fahrt!"
de,"Es gibt auch Rentner ficker darauf angewiesen sind ,mongo fick Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders aus es mit scheiß Arschgesicht,das haben freie Fahrt!","Es gibt auch Rentner die darauf angewiesen sind ,die den Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders ist es mit den Asylbewerber,die haben freie Fahrt!"
de,"Es gibt auch Rentner blöde darauf angewiesen sind ,mist titte Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders geht es mit hoden Lümmel,nazi haben freie Fahrt!","Es gibt auch Rentner die darauf angewiesen sind ,die den Cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders ist es mit den Asylbewerber,die haben freie Fahrt!"
de,"Träume und Wünsche...leider. Jamaika-Scheisse wird durchgesetzt....dafür sorgen schon die Lauch-Scheisser. Die bleiben klebend sitzend...der Troll Joschka hat’s Ihnen vorgemacht, die Warze Roth hat’s perfektioniert ..!","Träume und Wünsche...leider. Jamaika-Koalition wird durchgesetzt....dafür sorgen schon die Unterstützer|LBR| Die bleiben sitzen...der Joschka hat’s Ihnen vorgemacht, die Roth hat’s perfektioniert ..!"
de,"Träume aus Wünsche...leider. Jamaika-Arschkalt wird durchgesetzt....dafür sorgen schon blöder Lauch-Arschfratze. Pack bleiben klebend sitzend...furzt Troll Joschka muschi’s Ihnen vorgemacht, nigger Warze Roth kotzen’s perfektioniert ..!","Träume und Wünsche...leider. Jamaika-Koalition wird durchgesetzt....dafür sorgen schon die Unterstützer|LBR| Die bleiben sitzen...der Joschka hat’s Ihnen vorgemacht, die Roth hat’s perfektioniert ..!"
de,"Träume pack Wünsche...leider. Jamaika-Hirnficker wird durchgesetzt....dafür sorgen schon dumme Lauch-Invasoren. Hat bleiben klebend sitzend...pack Troll Joschka bumsen’s Ihnen vorgemacht, kacken Warze Roth kacke’s perfektioniert ..!","Träume und Wünsche...leider. Jamaika-Koalition wird durchgesetzt....dafür sorgen schon die Unterstützer|LBR| Die bleiben sitzen...der Joschka hat’s Ihnen vorgemacht, die Roth hat’s perfektioniert ..!"
de,"Träume muschi Wünsche...leider. Jamaika-Scheißegal wird durchgesetzt....dafür sorgen schon geil Lauch-Kitzler. Nutte bleiben klebend sitzend...zicken Troll Joschka bloed’s Ihnen vorgemacht, arsche Warze Roth tunte’s perfektioniert ..!","Träume und Wünsche...leider. Jamaika-Koalition wird durchgesetzt....dafür sorgen schon die Unterstützer|LBR| Die bleiben sitzen...der Joschka hat’s Ihnen vorgemacht, die Roth hat’s perfektioniert ..!"
de,Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te das Wespen Nest,Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te
de,Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te das Wespen Nest,Wie viele Generationen von Menschen mit türkischem Hintergrund sind hier auf der Straße zu sehen? Etwa die vierte.
de,Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te das Wespen Nest,Welche Generation von Personen türkischer Abstammung ist hier auf der Straße vertreten? Ungefähr die vierte.
de,Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te das Wespen Nest,Die wievielte Generation von Menschen mit türkischen Wurzeln ist hier auf der Straße zu sehen? Schätzungsweise die vierte.
de,Blöder wievielte Generation Türken scheint hier dödel bimbo Straße zu ist ca.ist 4te scheis Wespen Nest,Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te
de,Blöder wievielte Generation Türken scheint hier dödel bimbo Straße zu ist ca.ist 4te scheis Wespen Nest,Wie viele Generationen von Menschen mit türkischem Hintergrund sind hier auf der Straße zu sehen? Etwa die vierte.
de,Blöder wievielte Generation Türken scheint hier dödel bimbo Straße zu ist ca.ist 4te scheis Wespen Nest,Welche Generation von Personen türkischer Abstammung ist hier auf der Straße vertreten? Ungefähr die vierte.
de,Blöder wievielte Generation Türken scheint hier dödel bimbo Straße zu ist ca.ist 4te scheis Wespen Nest,Die wievielte Generation von Menschen mit türkischen Wurzeln ist hier auf der Straße zu sehen? Schätzungsweise die vierte.
de,Vögeln wievielte Generation Türken scheint hier nigger fotze Straße zu möse ca.dumm 4te aus Wespen Nest,Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te
de,Vögeln wievielte Generation Türken scheint hier nigger fotze Straße zu möse ca.dumm 4te aus Wespen Nest,Wie viele Generationen von Menschen mit türkischem Hintergrund sind hier auf der Straße zu sehen? Etwa die vierte.
de,Vögeln wievielte Generation Türken scheint hier nigger fotze Straße zu möse ca.dumm 4te aus Wespen Nest,Welche Generation von Personen türkischer Abstammung ist hier auf der Straße vertreten? Ungefähr die vierte.
de,Vögeln wievielte Generation Türken scheint hier nigger fotze Straße zu möse ca.dumm 4te aus Wespen Nest,Die wievielte Generation von Menschen mit türkischen Wurzeln ist hier auf der Straße zu sehen? Schätzungsweise die vierte.
de,Schiss wievielte Generation Türken scheint hier dödel dem Straße zu arsch ca.pimmel 4te sheiße Wespen Nest,Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te
de,Schiss wievielte Generation Türken scheint hier dödel dem Straße zu arsch ca.pimmel 4te sheiße Wespen Nest,Wie viele Generationen von Menschen mit türkischem Hintergrund sind hier auf der Straße zu sehen? Etwa die vierte.
de,Schiss wievielte Generation Türken scheint hier dödel dem Straße zu arsch ca.pimmel 4te sheiße Wespen Nest,Welche Generation von Personen türkischer Abstammung ist hier auf der Straße vertreten? Ungefähr die vierte.
de,Schiss wievielte Generation Türken scheint hier dödel dem Straße zu arsch ca.pimmel 4te sheiße Wespen Nest,Die wievielte Generation von Menschen mit türkischen Wurzeln ist hier auf der Straße zu sehen? Schätzungsweise die vierte.
de,"Helmut Schmidt hatte allein mehr Verstand, als die gesamte Berliner Muschpoke zusammen 😜","Helmut Schmidt hatte allein mehr Verstand, als die gesamte Berliner Bevölkerung zusammen 😜"
de,"Helmut Schmidt hatte allein mehr Verstand, dummer eine gesamte Berliner Muschpoke zusammen 😜","Helmut Schmidt hatte allein mehr Verstand, als die gesamte Berliner Bevölkerung zusammen 😜"
de,"Helmut Schmidt hatte allein mehr Verstand, ficker nigger gesamte Berliner Muschpoke zusammen 😜","Helmut Schmidt hatte allein mehr Verstand, als die gesamte Berliner Bevölkerung zusammen 😜"
de,"Helmut Schmidt hatte allein mehr Verstand, ärsch ein gesamte Berliner Muschpoke zusammen 😜","Helmut Schmidt hatte allein mehr Verstand, als die gesamte Berliner Bevölkerung zusammen 😜"
de,Das sind die Taugenichtse...die ewig Studierenden....da geht nichts brauchbares hervor.,Das sind die Unproduktiven...die ewig Studierenden....da geht nichts brauchbares hervor.
de,Blöder sind scheiß Taugenichtse...scheiß ewig Studierenden....da oralsex nichts brauchbares hervor.,Das sind die Unproduktiven...die ewig Studierenden....da geht nichts brauchbares hervor.
de,Dödel sind kotzen Taugenichtse...sein ewig Studierenden....da pfeife nichts brauchbares hervor.,Das sind die Unproduktiven...die ewig Studierenden....da geht nichts brauchbares hervor.
de,Fickst sind wichs Taugenichtse...fotzen ewig Studierenden....da lümmel nichts brauchbares hervor.,Das sind die Unproduktiven...die ewig Studierenden....da geht nichts brauchbares hervor.
de,"So sollten sich alle Politiker äußern und nicht dieses verlogene Emotionsgeschwafel, was die Lügenbrut gerne abläßt !","So sollten sich alle Politiker äußern und nicht dieses verlogene Emotionsgerede, was die Politiker gerne ablassen !"
de,"So sollten sich alle Politiker äußern fette nicht diese verlogene Emotionsgeschwafel, was sack Lügenbrut gerne abläßt !","So sollten sich alle Politiker äußern und nicht dieses verlogene Emotionsgerede, was die Politiker gerne ablassen !"
de,"So sollten sich alle Politiker äußern titte nicht wichser verlogene Emotionsgeschwafel, was blödes Lügenbrut gerne abläßt !","So sollten sich alle Politiker äußern und nicht dieses verlogene Emotionsgerede, was die Politiker gerne ablassen !"
de,"So sollten sich alle Politiker äußern brüste nicht auf verlogene Emotionsgeschwafel, was titte Lügenbrut gerne abläßt !","So sollten sich alle Politiker äußern und nicht dieses verlogene Emotionsgerede, was die Politiker gerne ablassen !"
de,Wie dämlich sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen und Objektivität walten lassen. 🤢,Wie uninformiert sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen und Objektivität walten lassen. 🤢
de,Wie dämlich sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen lümmel Objektivität walten lassen. 🤢,Wie uninformiert sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen und Objektivität walten lassen. 🤢
de,Wie dämlich sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen arsche Objektivität walten lassen. 🤢,Wie uninformiert sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen und Objektivität walten lassen. 🤢
de,Wie dämlich sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen geht Objektivität walten lassen. 🤢,Wie uninformiert sind Sie eigentlich? Sie sollten ihre Allgemeinbildung vervollständigen und Objektivität walten lassen. 🤢
de,"In solchen Situationen zeigt sich echtes Herz (Empathie)  und Charakter (Hilfe, die nicht in der Zeitung steht) im Gegensatz zu heuchlerischem Gutmenschentum","In solchen Situationen zeigt sich echtes Herz (Empathie) und Charakter (Hilfe, die nicht in der Zeitung steht) im Gegensatz zu inszeniertem Gutmenschentum"
de,"In solchen Situationen zeigt sich echtes Herz (Empathie)  ficken Charakter (Hilfe, furzen nicht in ist Zeitung steht) im Gegensatz zu heuchlerischem Gutmenschentum","In solchen Situationen zeigt sich echtes Herz (Empathie) und Charakter (Hilfe, die nicht in der Zeitung steht) im Gegensatz zu inszeniertem Gutmenschentum"
de,"In solchen Situationen zeigt sich echtes Herz (Empathie)  pornos Charakter (Hilfe, depp nicht in kimme Zeitung steht) im Gegensatz zu heuchlerischem Gutmenschentum","In solchen Situationen zeigt sich echtes Herz (Empathie) und Charakter (Hilfe, die nicht in der Zeitung steht) im Gegensatz zu inszeniertem Gutmenschentum"
de,"In solchen Situationen zeigt sich echtes Herz (Empathie)  der Charakter (Hilfe, dieses nicht in popel Zeitung steht) im Gegensatz zu heuchlerischem Gutmenschentum","In solchen Situationen zeigt sich echtes Herz (Empathie) und Charakter (Hilfe, die nicht in der Zeitung steht) im Gegensatz zu inszeniertem Gutmenschentum"
de,"Ich wünsche mir für sie, dass eine Großfamilie aus ""Syrien""  einzieht. Leider wäre solch eine kleine,  schlecht ausgestattete Wohnung für die neuen Herrenmenschen keine artgerechte Haltung....","Ich wünsche mir für sie, dass eine Großfamilie aus ""Syrien"" einzieht. Leider wäre solch eine kleine, schlecht ausgestattete Wohnung für die neuen Herrenmenschen nicht geeignet..."
de,"Fucker wünsche mir für sie, dass trottel Großfamilie kacke ""Syrien""  einzieht. Leider wäre solch hoden kleine,  schlecht ausgestattete Wohnung für ficker neuen Herrenmenschen keine artgerechte Haltung....","Ich wünsche mir für sie, dass eine Großfamilie aus ""Syrien"" einzieht. Leider wäre solch eine kleine, schlecht ausgestattete Wohnung für die neuen Herrenmenschen nicht geeignet..."
de,"Nuttig wünsche mir für sie, dass dödel Großfamilie maul ""Syrien""  einzieht. Leider wäre solch nutten kleine,  schlecht ausgestattete Wohnung für dummer neuen Herrenmenschen keine artgerechte Haltung....","Ich wünsche mir für sie, dass eine Großfamilie aus ""Syrien"" einzieht. Leider wäre solch eine kleine, schlecht ausgestattete Wohnung für die neuen Herrenmenschen nicht geeignet..."
de,"Fick wünsche mir für sie, dass eier Großfamilie bloed ""Syrien""  einzieht. Leider wäre solch wichsen kleine,  schlecht ausgestattete Wohnung für kotzen neuen Herrenmenschen keine artgerechte Haltung....","Ich wünsche mir für sie, dass eine Großfamilie aus ""Syrien"" einzieht. Leider wäre solch eine kleine, schlecht ausgestattete Wohnung für die neuen Herrenmenschen nicht geeignet..."
de,"Mensch, Kauder müsste sich doch bepissen vor lachen, wenn er über diese Lüge nachdenkt 😂😂😂","Mensch, Kauder müsste sich doch kaum halten können vor lachen, wenn er über diese Lüge nachdenkt 😂😂😂"
de,"Mensch, Kauder müsste sich doch bepissen vor lachen, wenn er über zicke Lüge nachdenkt 😂😂😂","Mensch, Kauder müsste sich doch kaum halten können vor lachen, wenn er über diese Lüge nachdenkt 😂😂😂"
de,"Mensch, Kauder müsste sich doch bepissen vor lachen, wenn er über wichse Lüge nachdenkt 😂😂😂","Mensch, Kauder müsste sich doch kaum halten können vor lachen, wenn er über diese Lüge nachdenkt 😂😂😂"
de,"Mensch, Kauder müsste sich doch bepissen vor lachen, wenn er über po Lüge nachdenkt 😂😂😂","Mensch, Kauder müsste sich doch kaum halten können vor lachen, wenn er über diese Lüge nachdenkt 😂😂😂"
de,Niki #Lauda ist in meinen Augen so blöd dass er stinkt er meint er braucht sich an keine Regeln zu halten #Mercedes #Formel1,Niki #Lauda denkt in meinen Augen er braucht sich an keine Regeln zu halten #Mercedes #Formel1
de,Niki #Lauda blöde in meinen Augen so scheiss dass er stinkt er meint er braucht sich an keine Regeln zu halten #Mercedes #Formel1,Niki #Lauda denkt in meinen Augen er braucht sich an keine Regeln zu halten #Mercedes #Formel1
de,Niki #Lauda scheis in meinen Augen so pimpern dass er stinkt er meint er braucht sich an keine Regeln zu halten #Mercedes #Formel1,Niki #Lauda denkt in meinen Augen er braucht sich an keine Regeln zu halten #Mercedes #Formel1
